id,Course,Year,NumClasses,FirstTimePref,SecondTimePref,ThirdTimePref
2072,CMSC 99999,4,2,Evening,Afternoon,Morning
2073,CMSC 99999,2,6,Afternoon,Morning,Evening
2074,CMSC 99999,1,4,Evening,Morning,Afternoon
2075,CMSC 99999,4,13,Morning,Afternoon,Evening
2076,CMSC 99999,4,11,Morning,Evening,Afternoon
2077,CMSC 99999,4,8,Morning,Evening,Afternoon
2078,CMSC 99999,3,9,Afternoon,Morning,Evening
2079,CMSC 99999,2,7,Evening,Morning,Afternoon
2080,CMSC 99999,1,1,Morning,Evening,Afternoon
2081,CMSC 99999,3,6,Afternoon,Morning,Evening
2082,CMSC 99999,1,3,Morning,Evening,Afternoon
2083,CMSC 99999,2,6,Morning,Evening,Afternoon
2084,CMSC 99999,1,2,Morning,Afternoon,Evening
2085,CMSC 99999,2,8,Evening,Afternoon,Morning
2086,CMSC 99999,2,2,Afternoon,Evening,Morning
2087,CMSC 99999,3,6,Afternoon,Morning,Evening
2088,CMSC 99999,4,9,Evening,Morning,Afternoon
2089,CMSC 99999,3,4,Morning,Afternoon,Evening
2090,CMSC 99999,3,6,Afternoon,Evening,Morning
2091,CMSC 99999,2,3,Afternoon,Evening,Morning
2092,CMSC 99999,4,4,Evening,Morning,Afternoon
2093,CMSC 99999,1,2,Morning,Afternoon,Evening
2094,CMSC 99999,4,4,Morning,Afternoon,Evening
2095,CMSC 99999,2,3,Morning,Afternoon,Evening
2096,CMSC 99999,1,2,Morning,Evening,Afternoon
2097,CMSC 99999,2,7,Afternoon,Morning,Evening
2098,CMSC 99999,4,13,Morning,Afternoon,Evening
2099,CMSC 99999,2,7,Afternoon,Evening,Morning
2100,CMSC 99999,4,10,Evening,Afternoon,Morning
2101,CMSC 99999,4,2,Afternoon,Evening,Morning
2102,CMSC 99999,4,10,Afternoon,Morning,Evening
2103,CMSC 99999,1,1,Afternoon,Morning,Evening
2104,CMSC 99999,1,3,Evening,Afternoon,Morning
2105,CMSC 99999,4,12,Afternoon,Morning,Evening
2106,CMSC 99999,1,3,Afternoon,Morning,Evening
2107,CMSC 99999,4,8,Morning,Evening,Afternoon
2108,CMSC 99999,2,8,Afternoon,Morning,Evening
2109,CMSC 99999,2,8,Afternoon,Evening,Morning
2110,CMSC 99999,2,3,Morning,Evening,Afternoon
2111,CMSC 99999,2,7,Evening,Afternoon,Morning
2112,CMSC 99999,3,12,Morning,Evening,Afternoon
2113,CMSC 99999,3,12,Afternoon,Evening,Morning
2114,CMSC 99999,3,6,Morning,Afternoon,Evening
2115,CMSC 99999,1,1,Morning,Evening,Afternoon
2116,CMSC 99999,3,6,Morning,Afternoon,Evening
2117,CMSC 99999,1,1,Afternoon,Evening,Morning
2118,CMSC 99999,4,14,Evening,Afternoon,Morning
2119,CMSC 99999,2,10,Evening,Morning,Afternoon
2120,CMSC 99999,4,13,Evening,Afternoon,Morning
2121,CMSC 99999,4,10,Evening,Morning,Afternoon
2122,CMSC 99999,2,8,Morning,Afternoon,Evening
2123,CMSC 99999,3,10,Morning,Afternoon,Evening
2124,CMSC 99999,1,4,Afternoon,Evening,Morning
2125,CMSC 99999,2,7,Afternoon,Morning,Evening
2126,CMSC 99999,4,6,Morning,Afternoon,Evening
2127,CMSC 99999,1,1,Afternoon,Morning,Evening
2128,CMSC 99999,1,1,Morning,Evening,Afternoon
2129,CMSC 99999,3,9,Morning,Afternoon,Evening
2130,CMSC 99999,2,9,Evening,Afternoon,Morning
2131,CMSC 99999,1,4,Afternoon,Morning,Evening
2132,CMSC 99999,1,2,Morning,Afternoon,Evening
2133,CMSC 99999,2,7,Afternoon,Evening,Morning
2134,CMSC 99999,3,4,Afternoon,Evening,Morning
2135,CMSC 99999,1,1,Morning,Evening,Afternoon
2136,CMSC 99999,2,4,Afternoon,Morning,Evening
2137,CMSC 99999,3,3,Morning,Afternoon,Evening
2138,CMSC 99999,3,5,Afternoon,Morning,Evening
2139,CMSC 99999,2,9,Evening,Afternoon,Morning
2140,CMSC 99999,2,8,Afternoon,Evening,Morning
2141,CMSC 99999,4,5,Afternoon,Morning,Evening
2142,CMSC 99999,2,1,Evening,Morning,Afternoon
2143,CMSC 99999,4,14,Morning,Afternoon,Evening
2144,CMSC 99999,1,1,Afternoon,Evening,Morning
2145,CMSC 99999,1,2,Afternoon,Evening,Morning
2146,CMSC 99999,1,3,Afternoon,Morning,Evening
2147,CMSC 99999,3,9,Evening,Afternoon,Morning
2148,CMSC 99999,1,1,Evening,Morning,Afternoon
2149,CMSC 99999,2,7,Evening,Afternoon,Morning
2150,CMSC 99999,2,1,Evening,Afternoon,Morning
2151,CMSC 99999,1,1,Morning,Afternoon,Evening
2152,CMSC 99999,2,9,Morning,Afternoon,Evening
2153,CMSC 99999,1,2,Afternoon,Evening,Morning
2154,CMSC 99999,1,4,Afternoon,Evening,Morning
2155,CMSC 99999,2,2,Morning,Afternoon,Evening
2156,CMSC 99999,2,6,Evening,Afternoon,Morning
2157,CMSC 99999,2,4,Evening,Afternoon,Morning
2158,CMSC 99999,4,11,Afternoon,Evening,Morning
2159,CMSC 99999,4,7,Afternoon,Morning,Evening
2160,CMSC 99999,1,4,Afternoon,Morning,Evening
2161,CMSC 99999,1,4,Evening,Morning,Afternoon
2162,CMSC 99999,1,4,Evening,Morning,Afternoon
2163,CMSC 99999,1,3,Morning,Evening,Afternoon
2164,CMSC 99999,2,10,Evening,Morning,Afternoon
2165,CMSC 99999,1,1,Afternoon,Morning,Evening
2166,CMSC 99999,1,4,Evening,Morning,Afternoon
2167,CMSC 99999,4,3,Morning,Afternoon,Evening
2168,CMSC 99999,4,7,Morning,Afternoon,Evening
2169,CMSC 99999,4,13,Evening,Afternoon,Morning
2170,CMSC 99999,4,12,Morning,Evening,Afternoon
2171,CMSC 99999,1,1,Afternoon,Evening,Morning
2172,CMSC 99999,2,9,Evening,Morning,Afternoon
2173,CMSC 99999,4,11,Afternoon,Morning,Evening
2174,CMSC 99999,2,7,Morning,Evening,Afternoon
2175,CMSC 99999,3,11,Morning,Afternoon,Evening
2176,CMSC 99999,1,3,Afternoon,Morning,Evening
2177,CMSC 99999,3,7,Evening,Morning,Afternoon
2178,CMSC 99999,3,6,Afternoon,Morning,Evening
2179,CMSC 99999,2,6,Evening,Afternoon,Morning
2180,CMSC 99999,4,13,Morning,Afternoon,Evening
2181,CMSC 99999,3,2,Afternoon,Morning,Evening
2182,CMSC 99999,3,12,Afternoon,Morning,Evening
2183,CMSC 99999,2,5,Morning,Afternoon,Evening
2184,CMSC 99999,4,2,Afternoon,Morning,Evening
2185,CMSC 99999,3,2,Morning,Afternoon,Evening
2186,CMSC 99999,1,4,Morning,Evening,Afternoon
2187,CMSC 99999,2,8,Afternoon,Morning,Evening
2188,CMSC 99999,2,2,Afternoon,Evening,Morning
2189,CMSC 99999,3,6,Morning,Evening,Afternoon
2190,CMSC 99999,4,10,Evening,Morning,Afternoon
2191,CMSC 99999,3,7,Morning,Evening,Afternoon
2192,CMSC 99999,4,6,Evening,Afternoon,Morning
2193,CMSC 99999,4,8,Morning,Evening,Afternoon
2194,CMSC 99999,3,1,Evening,Morning,Afternoon
2195,CMSC 99999,1,3,Evening,Morning,Afternoon
2196,CMSC 99999,4,2,Morning,Evening,Afternoon
2197,CMSC 99999,3,11,Evening,Afternoon,Morning
2198,CMSC 99999,4,7,Afternoon,Evening,Morning
2199,CMSC 99999,2,7,Evening,Afternoon,Morning
2200,CMSC 99999,4,12,Afternoon,Morning,Evening
2201,CMSC 99999,4,9,Morning,Evening,Afternoon
2202,CMSC 99999,2,8,Evening,Afternoon,Morning
2203,CMSC 99999,3,11,Afternoon,Morning,Evening
2204,CMSC 99999,3,3,Morning,Evening,Afternoon
2205,CMSC 99999,1,3,Afternoon,Evening,Morning
2206,CMSC 99999,3,10,Afternoon,Evening,Morning
2207,CMSC 99999,2,10,Afternoon,Evening,Morning
2208,CMSC 99999,1,4,Afternoon,Evening,Morning
2209,CMSC 99999,2,5,Morning,Evening,Afternoon
2210,CMSC 99999,3,9,Morning,Afternoon,Evening
2211,CMSC 99999,3,7,Afternoon,Evening,Morning
2212,CMSC 99999,3,1,Evening,Afternoon,Morning
2213,CMSC 99999,4,9,Morning,Afternoon,Evening
2214,CMSC 99999,4,4,Afternoon,Evening,Morning
2215,CMSC 99999,3,9,Afternoon,Morning,Evening
2216,CMSC 99999,2,2,Morning,Afternoon,Evening
2217,CMSC 99999,4,11,Afternoon,Evening,Morning
2218,CMSC 99999,1,3,Morning,Afternoon,Evening
2219,CMSC 99999,1,1,Morning,Evening,Afternoon
2220,CMSC 99999,4,13,Afternoon,Morning,Evening
2221,CMSC 99999,4,9,Evening,Afternoon,Morning
2222,CMSC 99999,3,11,Evening,Morning,Afternoon
2223,CMSC 99999,4,3,Afternoon,Morning,Evening
2224,CMSC 99999,1,2,Evening,Morning,Afternoon
2225,CMSC 99999,3,8,Morning,Afternoon,Evening
2226,CMSC 99999,2,9,Afternoon,Morning,Evening
2227,CMSC 99999,1,3,Afternoon,Morning,Evening
2228,CMSC 99999,2,6,Afternoon,Evening,Morning
2229,CMSC 99999,3,6,Evening,Morning,Afternoon
2230,CMSC 99999,3,10,Afternoon,Evening,Morning
2231,CMSC 99999,3,4,Afternoon,Morning,Evening
2232,CMSC 99999,1,2,Evening,Afternoon,Morning
2233,CMSC 99999,1,2,Afternoon,Morning,Evening
2234,CMSC 99999,2,9,Evening,Morning,Afternoon
2235,CMSC 99999,2,9,Morning,Evening,Afternoon
2236,CMSC 99999,3,3,Morning,Evening,Afternoon
2237,CMSC 99999,2,10,Afternoon,Evening,Morning
2238,CMSC 99999,1,4,Afternoon,Morning,Evening
2239,CMSC 99999,4,4,Evening,Morning,Afternoon
2240,CMSC 99999,4,7,Evening,Morning,Afternoon
2241,CMSC 99999,1,1,Evening,Morning,Afternoon
2242,CMSC 99999,3,5,Evening,Morning,Afternoon
2243,CMSC 99999,1,4,Morning,Afternoon,Evening
2244,CMSC 99999,4,10,Afternoon,Morning,Evening
2245,CMSC 99999,3,12,Evening,Afternoon,Morning
2246,CMSC 99999,3,9,Morning,Afternoon,Evening
2247,CMSC 99999,3,12,Afternoon,Evening,Morning
2248,CMSC 99999,4,8,Evening,Morning,Afternoon
2249,CMSC 99999,4,8,Morning,Evening,Afternoon
2250,CMSC 99999,3,8,Morning,Evening,Afternoon
2251,CMSC 99999,3,11,Evening,Morning,Afternoon
2252,CMSC 99999,3,3,Morning,Evening,Afternoon
2253,CMSC 99999,4,6,Evening,Morning,Afternoon
2254,CMSC 99999,2,4,Afternoon,Evening,Morning
2255,CMSC 99999,1,3,Afternoon,Evening,Morning
2256,CMSC 99999,1,2,Evening,Afternoon,Morning
2257,CMSC 99999,4,6,Morning,Evening,Afternoon
2258,CMSC 99999,3,6,Afternoon,Evening,Morning
2259,CMSC 99999,4,11,Evening,Morning,Afternoon
2260,CMSC 99999,4,11,Evening,Morning,Afternoon
2261,CMSC 99999,4,2,Afternoon,Evening,Morning
2262,CMSC 99999,4,14,Afternoon,Morning,Evening
2263,CMSC 99999,2,2,Afternoon,Evening,Morning
2264,CMSC 99999,2,9,Evening,Morning,Afternoon
2265,CMSC 99999,1,4,Evening,Morning,Afternoon
2266,CMSC 99999,3,5,Afternoon,Evening,Morning
2267,CMSC 99999,4,4,Evening,Afternoon,Morning
2268,CMSC 99999,2,6,Evening,Afternoon,Morning
2269,CMSC 99999,3,1,Evening,Afternoon,Morning
2270,CMSC 99999,2,6,Afternoon,Morning,Evening
2271,CMSC 99999,4,14,Evening,Morning,Afternoon
2272,CMSC 99999,1,3,Afternoon,Evening,Morning
2273,CMSC 99999,2,1,Afternoon,Evening,Morning
2274,CMSC 99999,2,9,Morning,Afternoon,Evening
2275,CMSC 99999,1,1,Evening,Morning,Afternoon
2276,CMSC 99999,4,3,Evening,Morning,Afternoon
2277,CMSC 99999,2,3,Evening,Afternoon,Morning
2278,CMSC 99999,2,10,Evening,Afternoon,Morning
2279,CMSC 99999,2,5,Afternoon,Evening,Morning
2280,CMSC 99999,2,7,Morning,Evening,Afternoon
2281,CMSC 99999,2,2,Evening,Morning,Afternoon
2282,CMSC 99999,3,10,Evening,Morning,Afternoon
2283,CMSC 99999,4,4,Afternoon,Morning,Evening
2284,CMSC 99999,4,9,Evening,Afternoon,Morning
2285,CMSC 99999,3,5,Afternoon,Evening,Morning
2286,CMSC 99999,3,1,Evening,Afternoon,Morning
2287,CMSC 99999,4,12,Afternoon,Morning,Evening
2288,CMSC 99999,3,4,Afternoon,Evening,Morning
2289,CMSC 99999,3,7,Afternoon,Evening,Morning
2290,CMSC 99999,1,4,Morning,Evening,Afternoon
2291,CMSC 99999,3,5,Evening,Morning,Afternoon
2292,CMSC 99999,2,6,Morning,Evening,Afternoon
2293,CMSC 99999,4,4,Morning,Evening,Afternoon
2294,CMSC 99999,3,8,Morning,Evening,Afternoon
2295,CMSC 99999,1,1,Afternoon,Evening,Morning
2296,CMSC 99999,1,3,Evening,Morning,Afternoon
2297,CMSC 99999,1,4,Evening,Morning,Afternoon
2298,CMSC 99999,1,3,Morning,Afternoon,Evening
2299,CMSC 99999,1,3,Morning,Evening,Afternoon
2300,CMSC 99999,1,4,Morning,Evening,Afternoon
2301,CMSC 99999,2,8,Evening,Afternoon,Morning
2302,CMSC 99999,2,8,Evening,Morning,Afternoon
2303,CMSC 99999,2,10,Evening,Afternoon,Morning
2304,CMSC 99999,1,4,Morning,Afternoon,Evening
2305,CMSC 99999,2,8,Afternoon,Evening,Morning
2306,CMSC 99999,2,4,Evening,Afternoon,Morning
2307,CMSC 99999,2,3,Afternoon,Evening,Morning
2308,CMSC 99999,1,3,Evening,Afternoon,Morning
2309,CMSC 99999,4,3,Evening,Morning,Afternoon
2310,CMSC 99999,1,2,Morning,Afternoon,Evening
2311,CMSC 99999,2,4,Afternoon,Evening,Morning
2312,CMSC 99999,3,12,Morning,Afternoon,Evening
2313,CMSC 99999,2,6,Evening,Morning,Afternoon
2314,CMSC 99999,3,2,Morning,Afternoon,Evening
2315,CMSC 99999,1,4,Afternoon,Morning,Evening
2316,CMSC 99999,3,3,Afternoon,Morning,Evening
2317,CMSC 99999,2,10,Morning,Evening,Afternoon
2318,CMSC 99999,4,1,Afternoon,Evening,Morning
2319,CMSC 99999,4,14,Morning,Evening,Afternoon
2320,CMSC 99999,3,12,Morning,Evening,Afternoon
2321,CMSC 99999,3,1,Afternoon,Evening,Morning
2322,CMSC 99999,1,4,Afternoon,Morning,Evening
2323,CMSC 99999,4,3,Morning,Afternoon,Evening
2324,CMSC 99999,2,7,Morning,Evening,Afternoon
2325,CMSC 99999,2,6,Morning,Afternoon,Evening
2326,CMSC 99999,1,3,Morning,Evening,Afternoon
2327,CMSC 99999,3,1,Evening,Morning,Afternoon
2328,CMSC 99999,4,13,Afternoon,Evening,Morning
2329,CMSC 99999,3,7,Morning,Afternoon,Evening
2330,CMSC 99999,3,1,Afternoon,Morning,Evening
2331,CMSC 99999,2,7,Evening,Morning,Afternoon
2332,CMSC 99999,1,4,Evening,Afternoon,Morning
2333,CMSC 99999,2,1,Afternoon,Evening,Morning
2334,CMSC 99999,1,4,Evening,Afternoon,Morning
2335,CMSC 99999,4,6,Morning,Evening,Afternoon
2336,CMSC 99999,4,9,Evening,Morning,Afternoon
2337,CMSC 99999,1,4,Afternoon,Morning,Evening
2338,CMSC 99999,3,1,Evening,Afternoon,Morning
2339,CMSC 99999,2,10,Evening,Morning,Afternoon
2340,CMSC 99999,1,3,Morning,Afternoon,Evening
2341,CMSC 99999,3,5,Evening,Morning,Afternoon
2342,CMSC 99999,2,9,Evening,Afternoon,Morning
2343,CMSC 99999,1,3,Morning,Evening,Afternoon
2344,CMSC 99999,1,3,Evening,Afternoon,Morning
2345,CMSC 99999,4,10,Afternoon,Evening,Morning
2346,CMSC 99999,2,4,Morning,Afternoon,Evening
2347,CMSC 99999,2,9,Morning,Evening,Afternoon
2348,CMSC 99999,3,1,Evening,Morning,Afternoon
2349,CMSC 99999,3,4,Afternoon,Evening,Morning
2350,CMSC 99999,2,9,Afternoon,Evening,Morning
2351,CMSC 99999,4,9,Evening,Morning,Afternoon
2352,CMSC 99999,2,7,Morning,Evening,Afternoon
2353,CMSC 99999,1,1,Morning,Afternoon,Evening
2354,CMSC 99999,2,3,Evening,Afternoon,Morning
2355,CMSC 99999,2,2,Morning,Evening,Afternoon
2356,CMSC 99999,1,1,Evening,Morning,Afternoon
2357,CMSC 99999,2,6,Afternoon,Evening,Morning
2358,CMSC 99999,3,10,Afternoon,Morning,Evening
2359,CMSC 99999,3,12,Evening,Morning,Afternoon
2360,CMSC 99999,3,12,Afternoon,Evening,Morning
2361,CMSC 99999,4,5,Afternoon,Morning,Evening
2362,CMSC 99999,1,3,Afternoon,Morning,Evening
2363,CMSC 99999,4,13,Afternoon,Morning,Evening
2364,CMSC 99999,3,6,Evening,Afternoon,Morning
2365,CMSC 99999,4,8,Morning,Evening,Afternoon
2366,CMSC 99999,1,1,Afternoon,Morning,Evening
2367,CMSC 99999,3,8,Afternoon,Morning,Evening
2368,CMSC 99999,1,4,Morning,Evening,Afternoon
2369,CMSC 99999,1,4,Afternoon,Evening,Morning
2370,CMSC 99999,1,4,Evening,Afternoon,Morning
2371,CMSC 99999,1,2,Evening,Morning,Afternoon
2372,CMSC 99999,4,8,Morning,Afternoon,Evening
2373,CMSC 99999,4,12,Morning,Evening,Afternoon
2374,CMSC 99999,2,10,Evening,Morning,Afternoon
2375,CMSC 99999,1,3,Evening,Afternoon,Morning
2376,CMSC 99999,1,3,Morning,Evening,Afternoon
2377,CMSC 99999,2,10,Morning,Afternoon,Evening
2378,CMSC 99999,1,2,Evening,Afternoon,Morning
2379,CMSC 99999,4,9,Evening,Morning,Afternoon
2380,CMSC 99999,3,4,Afternoon,Evening,Morning
2381,CMSC 99999,1,2,Afternoon,Morning,Evening
2382,CMSC 99999,4,5,Afternoon,Morning,Evening
2383,CMSC 99999,2,8,Afternoon,Morning,Evening
2384,CMSC 99999,1,4,Afternoon,Evening,Morning
2385,CMSC 99999,1,1,Afternoon,Morning,Evening
2386,CMSC 99999,3,7,Evening,Morning,Afternoon
2387,CMSC 99999,1,4,Afternoon,Evening,Morning
2388,CMSC 99999,4,11,Afternoon,Evening,Morning
2389,CMSC 99999,1,3,Morning,Afternoon,Evening
2390,CMSC 99999,1,1,Morning,Afternoon,Evening
2391,CMSC 99999,4,8,Evening,Morning,Afternoon
2392,CMSC 99999,4,10,Afternoon,Evening,Morning
2393,CMSC 99999,2,10,Morning,Afternoon,Evening
2394,CMSC 99999,1,4,Morning,Evening,Afternoon
2395,CMSC 99999,4,10,Morning,Afternoon,Evening
2396,CMSC 99999,2,3,Evening,Afternoon,Morning
2397,CMSC 99999,3,9,Evening,Afternoon,Morning
2398,CMSC 99999,3,1,Afternoon,Morning,Evening
2399,CMSC 99999,3,1,Evening,Morning,Afternoon
2400,CMSC 99999,2,3,Morning,Afternoon,Evening
2401,CMSC 99999,2,5,Morning,Evening,Afternoon
2402,CMSC 99999,1,4,Morning,Afternoon,Evening
2403,CMSC 99999,4,14,Evening,Morning,Afternoon
2404,CMSC 99999,4,2,Afternoon,Morning,Evening
2405,CMSC 99999,4,10,Evening,Afternoon,Morning
2406,CMSC 99999,2,1,Morning,Evening,Afternoon
2407,CMSC 99999,3,10,Evening,Morning,Afternoon
2408,CMSC 99999,4,4,Morning,Afternoon,Evening
2409,CMSC 99999,3,8,Morning,Afternoon,Evening
2410,CMSC 99999,4,7,Afternoon,Morning,Evening
2411,CMSC 99999,4,12,Evening,Afternoon,Morning
2412,CMSC 99999,3,4,Morning,Afternoon,Evening
2413,CMSC 99999,3,4,Afternoon,Morning,Evening
2414,CMSC 99999,2,2,Morning,Evening,Afternoon
2415,CMSC 99999,2,10,Morning,Evening,Afternoon
2416,CMSC 99999,2,10,Afternoon,Morning,Evening
2417,CMSC 99999,3,10,Afternoon,Evening,Morning
2418,CMSC 99999,4,9,Evening,Afternoon,Morning
2419,CMSC 99999,4,3,Morning,Afternoon,Evening
2420,CMSC 99999,4,4,Morning,Evening,Afternoon
2421,CMSC 99999,4,2,Morning,Afternoon,Evening
2422,CMSC 99999,1,2,Evening,Afternoon,Morning
2423,CMSC 99999,3,5,Afternoon,Evening,Morning
2424,CMSC 99999,3,12,Evening,Afternoon,Morning
2425,CMSC 99999,3,9,Afternoon,Evening,Morning
2426,CMSC 99999,1,4,Afternoon,Evening,Morning
2427,CMSC 99999,4,11,Evening,Afternoon,Morning
2428,CMSC 99999,2,4,Evening,Morning,Afternoon
2429,CMSC 99999,1,4,Morning,Evening,Afternoon
2430,CMSC 99999,2,1,Afternoon,Evening,Morning
2431,CMSC 99999,2,10,Evening,Morning,Afternoon
2432,CMSC 99999,2,3,Afternoon,Morning,Evening
2433,CMSC 99999,4,11,Afternoon,Evening,Morning
2434,CMSC 99999,3,12,Evening,Afternoon,Morning
2435,CMSC 99999,1,2,Morning,Evening,Afternoon
2436,CMSC 99999,2,8,Evening,Afternoon,Morning
2437,CMSC 99999,1,4,Afternoon,Evening,Morning
2438,CMSC 99999,2,6,Afternoon,Morning,Evening
2439,CMSC 99999,1,3,Evening,Morning,Afternoon
2440,CMSC 99999,2,10,Morning,Afternoon,Evening
2441,CMSC 99999,4,13,Afternoon,Morning,Evening
2442,CMSC 99999,4,12,Evening,Morning,Afternoon
2443,CMSC 99999,1,3,Evening,Morning,Afternoon
2444,CMSC 99999,3,8,Morning,Afternoon,Evening
2445,CMSC 99999,3,5,Morning,Evening,Afternoon
2446,CMSC 99999,1,2,Afternoon,Evening,Morning
2447,CMSC 99999,4,8,Morning,Afternoon,Evening
2448,CMSC 99999,2,7,Morning,Afternoon,Evening
2449,CMSC 99999,2,3,Afternoon,Evening,Morning
2450,CMSC 99999,2,6,Afternoon,Morning,Evening
2451,CMSC 99999,1,4,Morning,Evening,Afternoon
2452,CMSC 99999,2,7,Afternoon,Evening,Morning
2453,CMSC 99999,1,4,Afternoon,Evening,Morning
2454,CMSC 99999,4,14,Morning,Afternoon,Evening
2455,CMSC 99999,2,6,Morning,Afternoon,Evening
2456,CMSC 99999,4,7,Morning,Evening,Afternoon
2457,CMSC 99999,4,14,Morning,Afternoon,Evening
2458,CMSC 99999,3,8,Morning,Evening,Afternoon
2459,CMSC 99999,1,3,Afternoon,Morning,Evening
2460,CMSC 99999,1,2,Evening,Morning,Afternoon
2461,CMSC 99999,1,4,Afternoon,Morning,Evening
2462,CMSC 99999,2,10,Morning,Afternoon,Evening
2463,CMSC 99999,1,1,Evening,Morning,Afternoon
2464,CMSC 99999,4,4,Morning,Evening,Afternoon
2465,CMSC 99999,3,4,Evening,Afternoon,Morning
2466,CMSC 99999,3,10,Afternoon,Morning,Evening
2467,CMSC 99999,2,3,Afternoon,Evening,Morning
2468,CMSC 99999,2,10,Evening,Afternoon,Morning
2469,CMSC 99999,1,2,Afternoon,Evening,Morning
2470,CMSC 99999,3,3,Afternoon,Morning,Evening
2471,CMSC 99999,4,13,Morning,Afternoon,Evening
2472,CMSC 99999,2,5,Afternoon,Morning,Evening
2473,CMSC 99999,4,3,Evening,Morning,Afternoon
2474,CMSC 99999,3,8,Morning,Afternoon,Evening
2475,CMSC 99999,3,2,Afternoon,Evening,Morning
2476,CMSC 99999,2,7,Afternoon,Morning,Evening
2477,CMSC 99999,2,2,Morning,Evening,Afternoon
2478,CMSC 99999,4,4,Afternoon,Morning,Evening
2479,CMSC 99999,2,7,Evening,Morning,Afternoon
2480,CMSC 99999,2,10,Afternoon,Evening,Morning
2481,CMSC 99999,3,3,Morning,Evening,Afternoon
2482,CMSC 99999,4,5,Morning,Evening,Afternoon
2483,CMSC 99999,4,10,Morning,Afternoon,Evening
2484,CMSC 99999,4,3,Evening,Afternoon,Morning
2485,CMSC 99999,3,7,Afternoon,Morning,Evening
2486,CMSC 99999,4,12,Afternoon,Morning,Evening
2487,CMSC 99999,3,10,Morning,Evening,Afternoon
2488,CMSC 99999,1,1,Afternoon,Evening,Morning
2489,CMSC 99999,2,2,Afternoon,Morning,Evening
2490,CMSC 99999,2,7,Morning,Afternoon,Evening
2491,CMSC 99999,3,2,Afternoon,Morning,Evening
2492,CMSC 99999,2,1,Evening,Morning,Afternoon
2493,CMSC 99999,1,2,Evening,Morning,Afternoon
2494,CMSC 99999,2,9,Evening,Morning,Afternoon
2495,CMSC 99999,3,1,Evening,Morning,Afternoon
2496,CMSC 99999,2,5,Afternoon,Evening,Morning
2497,CMSC 99999,1,1,Afternoon,Morning,Evening
2498,CMSC 99999,1,4,Evening,Morning,Afternoon
2499,CMSC 99999,2,8,Evening,Afternoon,Morning
2500,CMSC 99999,3,4,Morning,Evening,Afternoon
2501,CMSC 99999,1,1,Evening,Morning,Afternoon
2502,CMSC 99999,3,9,Evening,Afternoon,Morning
2503,CMSC 99999,3,7,Evening,Morning,Afternoon
2504,CMSC 99999,4,14,Afternoon,Morning,Evening
2505,CMSC 99999,1,3,Morning,Afternoon,Evening
2506,CMSC 99999,3,8,Afternoon,Morning,Evening
2507,CMSC 99999,3,4,Morning,Afternoon,Evening
2508,CMSC 99999,4,3,Afternoon,Evening,Morning
2509,CMSC 99999,2,2,Morning,Afternoon,Evening
2510,CMSC 99999,3,4,Evening,Morning,Afternoon
2511,CMSC 99999,3,7,Morning,Afternoon,Evening
2512,CMSC 99999,1,3,Evening,Morning,Afternoon
2513,CMSC 99999,1,1,Evening,Afternoon,Morning
2514,CMSC 99999,3,4,Afternoon,Evening,Morning
2515,CMSC 99999,4,3,Evening,Morning,Afternoon
2516,CMSC 99999,2,9,Afternoon,Morning,Evening
2517,CMSC 99999,4,13,Afternoon,Evening,Morning
2518,CMSC 99999,3,12,Afternoon,Evening,Morning
2519,CMSC 99999,2,8,Morning,Afternoon,Evening
2520,CMSC 99999,3,5,Evening,Morning,Afternoon
2521,CMSC 99999,2,1,Afternoon,Morning,Evening
2522,CMSC 99999,2,2,Afternoon,Morning,Evening
2523,CMSC 99999,1,3,Evening,Afternoon,Morning
2524,CMSC 99999,2,9,Afternoon,Evening,Morning
2525,CMSC 99999,4,12,Morning,Afternoon,Evening
2526,CMSC 99999,1,3,Evening,Morning,Afternoon
2527,CMSC 99999,4,3,Afternoon,Evening,Morning
2528,CMSC 99999,4,3,Evening,Afternoon,Morning
2529,CMSC 99999,2,5,Afternoon,Morning,Evening
2530,CMSC 99999,3,6,Afternoon,Evening,Morning
2531,CMSC 99999,3,9,Afternoon,Morning,Evening
2532,CMSC 99999,4,7,Afternoon,Morning,Evening
2533,CMSC 99999,3,12,Afternoon,Morning,Evening
2534,CMSC 99999,2,2,Afternoon,Evening,Morning
2535,CMSC 99999,3,3,Afternoon,Morning,Evening
2536,CMSC 99999,2,2,Evening,Morning,Afternoon
2537,CMSC 99999,4,9,Morning,Afternoon,Evening
2538,CMSC 99999,2,1,Evening,Afternoon,Morning
2539,CMSC 99999,2,7,Morning,Afternoon,Evening
2540,CMSC 99999,4,5,Morning,Afternoon,Evening
2541,CMSC 99999,1,3,Afternoon,Morning,Evening
2542,CMSC 99999,3,1,Evening,Afternoon,Morning
2543,CMSC 99999,2,4,Evening,Afternoon,Morning
2544,CMSC 99999,3,9,Morning,Afternoon,Evening
2545,CMSC 99999,4,1,Evening,Morning,Afternoon
2546,CMSC 99999,1,2,Afternoon,Evening,Morning
2547,CMSC 99999,3,9,Evening,Morning,Afternoon
2548,CMSC 99999,1,1,Afternoon,Evening,Morning
2549,CMSC 99999,2,4,Evening,Morning,Afternoon
2550,CMSC 99999,1,2,Afternoon,Morning,Evening
2551,CMSC 99999,3,12,Morning,Evening,Afternoon
2552,CMSC 99999,1,4,Morning,Afternoon,Evening
